"arc_length","UMean_Magnitude"
0.0350141,6.21737
0.0350583,6.21736
0.0351026,6.21735
0.0351469,6.21734
0.0351911,6.21733
0.0352354,6.21732
0.0352797,6.21731
0.0353239,6.2173
0.0353682,6.21729
0.0354125,6.21728
0.0354567,6.21728
0.035501,6.21727
0.0355453,6.21726
0.0355895,6.21725
0.0356338,6.21725
0.0356781,6.21724
0.0357223,6.21723
0.0357666,6.21723
0.0358109,6.21722
0.0358551,6.21721
0.0358994,6.21721
0.0359436,6.2172
0.0359879,6.21719
0.0360322,6.21719
0.0360764,6.21718
0.0361207,6.21717
0.036165,6.21716
0.0362092,6.21715
0.0362535,6.21715
0.0362978,6.21714
0.036342,6.21713
0.0363863,6.21712
0.0364306,6.21712
0.0364748,6.21711
0.0365191,6.21711
0.0365634,6.2171
0.0366076,6.2171
0.0366519,6.21709
0.0366962,6.21709
0.0367404,6.21708
0.0367847,6.21708
0.036829,6.21708
0.0368732,6.21707
0.0369175,6.21706
0.0369618,6.21705
0.037006,6.21704
0.0370503,6.21704
0.0370946,6.21703
0.0371388,6.21702
0.0371831,6.21701
0.0372274,6.21701
0.0372716,6.217
0.0373159,6.21699
0.0373602,6.21699
0.0374044,6.21698
0.0374487,6.21698
0.0374929,6.21697
0.0375372,6.21697
0.0375815,6.21696
0.0376257,6.21696
0.03767,6.21695
0.0377143,6.21694
0.0377585,6.21693
0.0378028,6.21691
0.0378471,6.21689
0.0378913,6.21687
0.0379356,6.21686
0.0379799,6.21684
0.0380241,6.21682
0.0380684,6.2168
0.0381127,6.21679
0.0381569,6.21677
0.0382012,6.21676
0.0382455,6.21674
0.0382897,6.21673
0.038334,6.21671
0.0383783,6.2167
0.0384225,6.21668
0.0384668,6.21667
0.0385111,6.21663
0.0385553,6.21659
0.0385996,6.21655
0.0386439,6.21652
0.0386881,6.21648
0.0387324,6.21644
0.0387766,6.2164
0.0388209,6.21636
0.0388652,6.21633
0.0389094,6.21629
0.0389537,6.21625
0.038998,6.21622
0.0390422,6.21618
0.0390865,6.21615
0.0391308,6.21611
0.039175,6.21607
0.0392193,6.21601
0.0392636,6.21595
0.0393078,6.21589
0.0393521,6.21584
0.0393964,6.21578
0.0394406,6.21572
0.0394849,6.21567
0.0395292,6.21561
0.0395734,6.21556
0.0396177,6.2155
0.039662,6.21544
0.0397062,6.21539
0.0397505,6.21533
0.0397948,6.21528
0.039839,6.21521
0.0398833,6.21515
0.0399276,6.21508
0.0399718,6.21502
0.0400161,6.21495
0.0400603,6.21489
0.0401046,6.21482
0.0401489,6.21476
0.0401931,6.21469
0.0402374,6.21463
0.0402817,6.21457
0.0403259,6.21451
0.0403702,6.21442
0.0404145,6.21429
0.0404587,6.21417
0.040503,6.21404
0.0405473,6.21391
0.0405915,6.21378
0.0406358,6.21366
0.0406801,6.21353
0.0407243,6.2134
0.0407686,6.21328
0.0408129,6.21315
0.0408571,6.21303
0.0409014,6.21269
0.0409457,6.21223
0.0409899,6.21178
0.0410342,6.21132
0.0410785,6.21087
0.0411227,6.21042
0.041167,6.20997
0.0412113,6.20951
0.0412555,6.20906
0.0412998,6.20861
0.0413441,6.20803
0.0413883,6.20653
0.0414326,6.20503
0.0414768,6.20353
0.0415211,6.20202
0.0415654,6.20052
0.0416096,6.19902
0.0416539,6.19752
0.0416982,6.19602
0.0417424,6.19452
0.0417867,6.1913
0.041831,6.18683
0.0418752,6.18237
0.0419195,6.1779
0.0419638,6.17343
0.042008,6.16897
0.0420523,6.1645
0.0420966,6.16003
0.0421408,6.15557
0.0421851,6.14366
0.0422294,6.13125
0.0422736,6.11884
0.0423179,6.10643
0.0423622,6.09402
0.0424064,6.08161
0.0424507,6.0692
0.042495,6.05466
0.0425392,6.02269
0.0425835,5.99072
0.0426278,5.95875
0.042672,5.92678
0.0427163,5.89481
0.0427605,5.86284
0.0428048,5.83003
0.0428491,5.75393
0.0428933,5.67782
0.0429376,5.60172
0.0429819,5.52561
0.0430261,5.44951
0.0430704,5.37341
0.0431147,5.24365
0.0431589,5.07775
0.0432032,4.91184
0.0432475,4.74594
0.0432917,4.58004
0.043336,4.41414
0.0433803,4.12646
0.0434245,3.80469
0.0434688,3.48292
0.0435131,3.16115
0.0435573,2.8394
0.0436016,2.39416
0.0436459,1.83186
0.0436901,1.26957
0.0437344,0.707281
0.0437787,0.144989
0.0438229,nan
0.0438672,nan
0.0439115,nan
0.0439557,nan
0.044,nan
0.0440443,nan
0.0440885,nan
0.0441328,nan
0.044177,nan
0.0442213,nan
0.0442656,nan
