"arc_length","X_VELOCITY"
0.199894,0.203737
0.200329,0.203737
0.200764,0.203737
0.201198,0.203737
0.201633,0.203459
0.202067,0.203459
0.202502,0.203459
0.202936,0.203426
0.203371,0.203426
0.203805,0.203426
0.20424,0.203426
0.204675,0.203053
0.205109,0.203053
0.205544,0.203053
0.205978,0.203053
0.206413,0.203053
0.206847,0.203053
0.207282,0.20271
0.207716,0.20271
0.208151,0.20271
0.208586,0.20271
0.20902,0.20271
0.209455,0.20271
0.209889,0.20271
0.210324,0.202486
0.210758,0.202486
0.211193,0.202486
0.211627,0.202486
0.212062,0.202486
0.212496,0.20259
0.212931,0.20259
0.213366,0.202479
0.2138,0.202479
0.214235,0.202479
0.214669,0.202479
0.215104,0.202479
0.215538,0.202479
0.215973,0.202479
0.216407,0.202412
0.216842,0.202412
0.217277,0.202412
0.217711,0.202412
0.218146,0.202412
0.21858,0.202412
0.219015,0.20237
0.219449,0.202219
0.219884,0.202219
0.220318,0.202219
0.220753,0.202219
0.221188,0.202219
0.221622,0.202219
0.222057,0.202244
0.222491,0.202244
0.222926,0.202244
0.22336,0.202244
0.223795,0.202244
0.224229,0.202244
0.224664,0.202244
0.225099,0.202394
0.225533,0.202394
0.225968,0.202394
0.226402,0.202394
0.226837,0.202394
0.227271,0.202394
0.227706,0.202394
0.22814,0.202599
0.228575,0.202599
0.229009,0.202599
0.229444,0.202599
0.229879,0.202599
0.230313,0.202599
0.230748,0.202599
0.231182,0.202974
0.231617,0.202974
0.232051,0.202974
0.232486,0.202974
0.23292,0.202974
0.233355,0.202974
0.23379,0.202974
0.234224,0.203619
0.234659,0.203619
0.235093,0.203763
0.235528,0.203763
0.235962,0.203763
0.236397,0.203763
0.236831,0.203763
0.237266,0.20447
0.237701,0.20447
0.238135,0.20447
0.23857,0.20447
0.239004,0.20447
0.239439,0.20447
0.239873,0.20447
0.240308,0.204928
0.240742,0.204928
0.241177,0.204928
0.241612,0.204928
0.242046,0.204928
0.242481,0.204928
0.242915,0.204928
0.24335,0.205037
0.243784,0.205037
0.244219,0.205037
0.244653,0.205037
0.245088,0.205037
0.245522,0.205037
0.245957,0.204915
0.246392,0.204915
0.246826,0.204915
0.247261,0.204915
0.247695,0.204915
0.24813,0.204915
0.248564,0.204915
0.248999,0.20477
0.249433,0.20477
0.249868,0.20477
0.250303,0.20477
0.250737,0.20477
0.251172,0.20477
0.251606,0.20477
0.252041,0.204812
0.252475,0.204812
0.25291,0.204812
0.253344,0.204812
0.253779,0.204812
0.254214,0.204812
0.254648,0.204812
0.255083,0.205067
0.255517,0.205067
0.255952,0.205067
0.256386,0.205067
0.256821,0.205067
0.257255,0.205067
0.25769,0.205067
0.258125,0.205441
0.258559,0.205441
0.258994,0.205441
0.259428,0.205441
0.259863,0.205441
0.260297,0.205441
0.260732,0.205949
0.261166,0.205949
0.261601,0.205949
0.262036,0.205949
0.26247,0.205949
0.262905,0.205949
0.263339,0.205949
0.263774,0.206521
0.264208,0.206521
0.264643,0.206521
0.265077,0.206521
0.265512,0.206521
0.265947,0.206521
0.266381,0.206521
0.266816,0.207097
0.26725,0.207097
0.267685,0.207097
0.268119,0.207097
0.268554,0.207097
0.268988,0.207097
0.269423,0.207097
0.269857,0.207683
0.270292,0.207683
0.270727,0.207683
0.271161,0.207683
0.271596,0.207683
0.27203,0.207683
0.272465,0.207683
0.272899,0.208247
0.273334,0.208247
0.273768,0.208247
0.274203,0.208247
0.274638,0.208247
0.275072,0.208247
0.275507,0.208247
0.275941,0.208759
0.276376,0.208759
0.27681,0.208759
0.277245,0.208759
0.277679,0.208759
0.278114,0.208759
0.278549,0.208759
0.278983,0.209155
0.279418,0.209155
0.279852,0.209155
0.280287,0.209155
0.280721,0.209155
0.281156,0.209155
0.28159,0.209155
0.282025,0.209235
0.28246,0.209235
0.282894,0.209235
0.283329,0.209235
0.283763,0.209235
0.284198,0.209235
0.284632,0.209235
0.285067,0.208109
0.285501,0.208109
0.285936,0.208109
0.28637,0.208109
0.286805,0.208109
0.28724,0.208109
0.287674,0.208109
0.288109,0.20133
0.288543,0.20133
0.288978,0.20133
0.289412,0.20133
0.289847,0.20133
0.290281,0.20133
0.290716,0.20133
0.291151,0.169481
0.291585,0.169481
0.29202,0.169481
0.292454,0.169481
0.292889,0.169481
0.293323,0.169481
0.293758,0.169481
0.294192,0.0719121
0.294627,0.0719121
0.295062,0.0719121
0.295496,0.0719121
0.295931,0.0719121
0.296365,0.0719121
0.2968,0.0719121
0.297234,nan
0.297669,nan
0.298103,nan
0.298538,nan
0.298973,nan
0.299407,nan
0.299842,nan
0.300276,nan
0.300711,nan
0.301145,nan
0.30158,nan
0.302014,nan
0.302449,nan
0.302884,nan
0.303318,nan
0.303753,nan
0.304187,nan
0.304622,nan
0.305056,nan
0.305491,nan
0.305925,nan
0.30636,nan
0.306794,nan
0.307229,nan
0.307664,nan
0.308098,nan
0.308533,nan
0.308967,nan
0.309402,nan
0.309836,nan
0.310271,nan
0.310705,nan
0.31114,nan
0.311575,nan
0.312009,nan
0.312444,nan
0.312878,nan
0.313313,nan
0.313747,nan
0.314182,nan
0.314616,nan
0.315051,nan
0.315486,nan
0.31592,nan
0.316355,nan
0.316789,nan
0.317224,nan
0.317658,nan
0.318093,nan
0.318527,nan
0.318962,nan
0.319397,nan
0.319831,nan
0.320266,nan
0.3207,nan
0.321135,nan
0.321569,nan
0.322004,nan
0.322438,nan
0.322873,nan
0.323308,nan
0.323742,nan
0.324177,nan
0.324611,nan
0.325046,nan
0.32548,nan
0.325915,nan
0.326349,nan
0.326784,nan
0.327219,nan
0.327653,nan
0.328088,nan
0.328522,nan
0.328957,nan
0.329391,nan
0.329826,nan
0.33026,nan
0.330695,nan
0.331129,nan
0.331564,nan
0.331999,nan
0.332433,nan
0.332868,nan
0.333302,nan
0.333737,nan
0.334171,nan
0.334606,nan
0.33504,nan
0.335475,nan
0.33591,nan
0.336344,nan
0.336779,nan
0.337213,nan
0.337648,nan
0.338082,nan
0.338517,nan
0.338951,nan
0.339386,nan
0.339821,nan
0.340255,nan
0.34069,nan
0.341124,nan
0.341559,nan
0.341993,nan
0.342428,nan
0.342862,nan
0.343297,nan
0.343732,nan
0.344166,nan
0.344601,nan
0.345035,nan
0.34547,nan
0.345904,nan
0.346339,nan
0.346773,nan
0.347208,nan
0.347642,nan
0.348077,nan
0.348512,nan
0.348946,nan
0.349381,nan
0.349815,nan
0.35025,nan
0.350684,nan
0.351119,nan
0.351553,nan
0.351988,nan
0.352423,nan
0.352857,nan
0.353292,nan
0.353726,nan
0.354161,nan
0.354595,nan
0.35503,nan
0.355464,nan
0.355899,nan
0.356334,nan
0.356768,nan
0.357203,nan
0.357637,nan
0.358072,nan
0.358506,nan
0.358941,nan
0.359375,nan
0.35981,nan
0.360245,nan
0.360679,nan
0.361114,nan
0.361548,nan
0.361983,nan
0.362417,nan
0.362852,nan
0.363286,nan
0.363721,nan
0.364156,nan
0.36459,nan
0.365025,nan
0.365459,nan
0.365894,nan
0.366328,nan
0.366763,nan
0.367197,nan
0.367632,nan
0.368066,nan
0.368501,nan
0.368936,nan
0.36937,nan
0.369805,nan
0.370239,nan
0.370674,nan
0.371108,nan
0.371543,nan
0.371977,nan
0.372412,nan
0.372847,nan
0.373281,nan
0.373716,nan
0.37415,nan
0.374585,nan
0.375019,nan
0.375454,nan
0.375888,nan
0.376323,nan
0.376758,nan
0.377192,nan
0.377627,nan
0.378061,nan
0.378496,nan
0.37893,nan
0.379365,nan
0.379799,nan
0.380234,nan
0.380669,nan
0.381103,nan
0.381538,nan
0.381972,nan
0.382407,nan
0.382841,nan
0.383276,nan
0.38371,nan
0.384145,nan
0.384579,nan
0.385014,nan
0.385449,nan
0.385883,nan
0.386318,nan
0.386752,nan
0.387187,nan
0.387621,nan
0.388056,nan
0.38849,nan
0.388925,nan
0.38936,nan
0.389794,nan
0.390229,nan
0.390663,nan
0.391098,nan
0.391532,nan
0.391967,nan
0.392401,nan
0.392836,nan
0.393271,nan
0.393705,nan
0.39414,nan
0.394574,nan
0.395009,nan
0.395443,nan
0.395878,nan
0.396312,nan
0.396747,nan
0.397182,nan
0.397616,nan
0.398051,nan
0.398485,nan
0.39892,nan
0.399354,nan
0.399789,nan
0.400223,nan
0.400658,nan
0.401092,nan
0.401527,nan
0.401962,nan
0.402396,nan
0.402831,nan
0.403265,nan
0.4037,nan
0.404134,nan
0.404569,nan
0.405003,nan
0.405438,nan
0.405873,nan
0.406307,nan
0.406742,nan
0.407176,nan
0.407611,nan
0.408045,nan
0.40848,nan
0.408914,nan
0.409349,nan
0.409784,nan
0.410218,nan
0.410653,nan
0.411087,nan
0.411522,nan
0.411956,nan
0.412391,nan
0.412825,nan
0.41326,nan
0.413695,nan
0.414129,nan
0.414564,nan
0.414998,nan
0.415433,nan
0.415867,nan
0.416302,nan
0.416736,nan
0.417171,nan
0.417606,nan
0.41804,nan
0.418475,nan
0.418909,nan
0.419344,nan
0.419778,nan
0.420213,nan
0.420647,nan
0.421082,nan
0.421517,nan
0.421951,nan
0.422386,nan
0.42282,nan
0.423255,nan
0.423689,nan
0.424124,nan
0.424558,nan
0.424993,nan
0.425427,nan
0.425862,nan
0.426297,nan
0.426731,nan
0.427166,nan
0.4276,nan
0.428035,nan
0.428469,nan
0.428904,nan
0.429338,nan
0.429773,nan
0.430208,nan
0.430642,nan
0.431077,nan
0.431511,nan
0.431946,nan
0.43238,nan
0.432815,nan
0.433249,nan
0.433684,nan
0.434119,nan
0.434553,nan
